Groups:
I2C_TC74_Read:Temperature|state[8..0] =, I2C_TC74_Read:Temperature|state[8], I2C_TC74_Read:Temperature|state[7], I2C_TC74_Read:Temperature|state[6], I2C_TC74_Read:Temperature|state[5], I2C_TC74_Read:Temperature|state[4], I2C_TC74_Read:Temperature|state[3], I2C_TC74_Read:Temperature|state[2], I2C_TC74_Read:Temperature|state[1], I2C_TC74_Read:Temperature|state[0],  unsigned decimal
I2C_TC74_Read:Temperature|data_read[7..0] =, I2C_TC74_Read:Temperature|data_read[7], I2C_TC74_Read:Temperature|data_read[6], I2C_TC74_Read:Temperature|data_read[5], I2C_TC74_Read:Temperature|data_read[4], I2C_TC74_Read:Temperature|data_read[3], I2C_TC74_Read:Temperature|data_read[2], I2C_TC74_Read:Temperature|data_read[1], I2C_TC74_Read:Temperature|data_read[0],  unsigned decimal

Data:
time unit: ns, I2C_TC74_Read:Temperature|state[8..0], I2C_TC74_Read:Temperature|state[8], I2C_TC74_Read:Temperature|state[7], I2C_TC74_Read:Temperature|state[6], I2C_TC74_Read:Temperature|state[5], I2C_TC74_Read:Temperature|state[4], I2C_TC74_Read:Temperature|state[3], I2C_TC74_Read:Temperature|state[2], I2C_TC74_Read:Temperature|state[1], I2C_TC74_Read:Temperature|state[0], I2C_TC74_Read:Temperature|data_read[7..0], I2C_TC74_Read:Temperature|data_read[7], I2C_TC74_Read:Temperature|data_read[6], I2C_TC74_Read:Temperature|data_read[5], I2C_TC74_Read:Temperature|data_read[4], I2C_TC74_Read:Temperature|data_read[3], I2C_TC74_Read:Temperature|data_read[2], I2C_TC74_Read:Temperature|data_read[1], I2C_TC74_Read:Temperature|data_read[0], I2C_TC74_Read:Temperature|I2C_SDA, I2C_TC74_Read:Temperature|I2C_SDA_Output, I2C_TC74_Read:Temperature|I2C_SCLK, 
1843, 32, 0, 0, 0, 1, 0, 0, 0, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 
1844, 30, 0, 0, 0, 0, 1, 1, 1, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
1845, 31, 0, 0, 0, 0, 1, 1, 1, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
1846, 32, 0, 0, 0, 1, 0, 0, 0, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 
1847, 30, 0, 0, 0, 0, 1, 1, 1, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 
1848, 31, 0, 0, 0, 0, 1, 1, 1, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 
1849, 32, 0, 0, 0, 1, 0, 0, 0, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 
1850, 33, 0, 0, 0, 1, 0, 0, 0, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
1851, 34, 0, 0, 0, 1, 0, 0, 0, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
1852, 35, 0, 0, 0, 1, 0, 0, 0, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 
1853, 36, 0, 0, 0, 1, 0, 0, 1, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
1854, 37, 0, 0, 0, 1, 0, 0, 1, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
1855, 38, 0, 0, 0, 1, 0, 0, 1, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
1856, 39, 0, 0, 0, 1, 0, 0, 1, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 
1857, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 
1858, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 
1859, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
1860, 3, 0, 0, 0, 0, 0, 0, 0, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
1861, 4, 0, 0, 0, 0, 0, 0, 1, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
1862, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 
1863, 3, 0, 0, 0, 0, 0, 0, 0, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
1864, 4, 0, 0, 0, 0, 0, 0, 1, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
1865, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
1866, 3, 0, 0, 0, 0, 0, 0, 0, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
1867, 4, 0, 0, 0, 0, 0, 0, 1, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
1868, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
1869, 3, 0, 0, 0, 0, 0, 0, 0, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
1870, 4, 0, 0, 0, 0, 0, 0, 1, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
1871, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 
1872, 3, 0, 0, 0, 0, 0, 0, 0, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
1873, 4, 0, 0, 0, 0, 0, 0, 1, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
1874, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
1875, 3, 0, 0, 0, 0, 0, 0, 0, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
1876, 4, 0, 0, 0, 0, 0, 0, 1, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
1877, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
1878, 3, 0, 0, 0, 0, 0, 0, 0, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
1879, 4, 0, 0, 0, 0, 0, 0, 1, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
1880, 5, 0, 0, 0, 0, 0, 0, 1, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
1881, 6, 0, 0, 0, 0, 0, 0, 1, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
1882, 7, 0, 0, 0, 0, 0, 0, 1, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
1883, 8, 0, 0, 0, 0, 0, 1, 0, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
1884, 10, 0, 0, 0, 0, 0, 1, 0, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
1885, 11, 0, 0, 0, 0, 0, 1, 0, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
1886, 12, 0, 0, 0, 0, 0, 1, 1, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
1887, 13, 0, 0, 0, 0, 0, 1, 1, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
1888, 11, 0, 0, 0, 0, 0, 1, 0, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
1889, 12, 0, 0, 0, 0, 0, 1, 1, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
1890, 13, 0, 0, 0, 0, 0, 1, 1, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
1891, 11, 0, 0, 0, 0, 0, 1, 0, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
1892, 12, 0, 0, 0, 0, 0, 1, 1, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
1893, 13, 0, 0, 0, 0, 0, 1, 1, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
1894, 11, 0, 0, 0, 0, 0, 1, 0, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
1895, 12, 0, 0, 0, 0, 0, 1, 1, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
1896, 13, 0, 0, 0, 0, 0, 1, 1, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
1897, 11, 0, 0, 0, 0, 0, 1, 0, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
1898, 12, 0, 0, 0, 0, 0, 1, 1, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
1899, 13, 0, 0, 0, 0, 0, 1, 1, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
1900, 11, 0, 0, 0, 0, 0, 1, 0, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
1901, 12, 0, 0, 0, 0, 0, 1, 1, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
1902, 13, 0, 0, 0, 0, 0, 1, 1, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
1903, 11, 0, 0, 0, 0, 0, 1, 0, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
1904, 12, 0, 0, 0, 0, 0, 1, 1, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
1905, 13, 0, 0, 0, 0, 0, 1, 1, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
1906, 11, 0, 0, 0, 0, 0, 1, 0, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
1907, 12, 0, 0, 0, 0, 0, 1, 1, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
1908, 13, 0, 0, 0, 0, 0, 1, 1, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
1909, 14, 0, 0, 0, 0, 0, 1, 1, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
1910, 16, 0, 0, 0, 0, 1, 0, 0, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
1911, 17, 0, 0, 0, 0, 1, 0, 0, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
1912, 18, 0, 0, 0, 0, 1, 0, 0, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
1913, 19, 0, 0, 0, 0, 1, 0, 0, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
1914, 20, 0, 0, 0, 0, 1, 0, 1, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 
1915, 21, 0, 0, 0, 0, 1, 0, 1, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
1916, 22, 0, 0, 0, 0, 1, 0, 1, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
1917, 23, 0, 0, 0, 0, 1, 0, 1, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
1918, 21, 0, 0, 0, 0, 1, 0, 1, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 
1919, 22, 0, 0, 0, 0, 1, 0, 1, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
1920, 23, 0, 0, 0, 0, 1, 0, 1, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
1921, 21, 0, 0, 0, 0, 1, 0, 1, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
1922, 22, 0, 0, 0, 0, 1, 0, 1, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
1923, 23, 0, 0, 0, 0, 1, 0, 1, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
1924, 21, 0, 0, 0, 0, 1, 0, 1, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
1925, 22, 0, 0, 0, 0, 1, 0, 1, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
1926, 23, 0, 0, 0, 0, 1, 0, 1, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
1927, 21, 0, 0, 0, 0, 1, 0, 1, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 
1928, 22, 0, 0, 0, 0, 1, 0, 1, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
1929, 23, 0, 0, 0, 0, 1, 0, 1, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
1930, 21, 0, 0, 0, 0, 1, 0, 1, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
1931, 22, 0, 0, 0, 0, 1, 0, 1, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
1932, 23, 0, 0, 0, 0, 1, 0, 1, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
1933, 21, 0, 0, 0, 0, 1, 0, 1, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
1934, 22, 0, 0, 0, 0, 1, 0, 1, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
1935, 23, 0, 0, 0, 0, 1, 0, 1, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
1936, 24, 0, 0, 0, 0, 1, 1, 0, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
1937, 25, 0, 0, 0, 0, 1, 1, 0, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
1938, 26, 0, 0, 0, 0, 1, 1, 0, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
1939, 27, 0, 0, 0, 0, 1, 1, 0, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 
1940, 28, 0, 0, 0, 0, 1, 1, 1, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 
1941, 29, 0, 0, 0, 0, 1, 1, 1, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 
1942, 30, 0, 0, 0, 0, 1, 1, 1, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 
1943, 31, 0, 0, 0, 0, 1, 1, 1, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 
1944, 32, 0, 0, 0, 1, 0, 0, 0, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 
1945, 30, 0, 0, 0, 0, 1, 1, 1, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 
1946, 31, 0, 0, 0, 0, 1, 1, 1, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 
1947, 32, 0, 0, 0, 1, 0, 0, 0, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 
1948, 30, 0, 0, 0, 0, 1, 1, 1, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 
1949, 31, 0, 0, 0, 0, 1, 1, 1, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 
1950, 32, 0, 0, 0, 1, 0, 0, 0, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 
1951, 30, 0, 0, 0, 0, 1, 1, 1, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
1952, 31, 0, 0, 0, 0, 1, 1, 1, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
1953, 32, 0, 0, 0, 1, 0, 0, 0, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 
1954, 30, 0, 0, 0, 0, 1, 1, 1, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
1955, 31, 0, 0, 0, 0, 1, 1, 1, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
1956, 32, 0, 0, 0, 1, 0, 0, 0, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 
1957, 30, 0, 0, 0, 0, 1, 1, 1, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 
1958, 31, 0, 0, 0, 0, 1, 1, 1, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 
1959, 32, 0, 0, 0, 1, 0, 0, 0, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 
1960, 30, 0, 0, 0, 0, 1, 1, 1, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
1961, 31, 0, 0, 0, 0, 1, 1, 1, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
1962, 32, 0, 0, 0, 1, 0, 0, 0, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 
1963, 30, 0, 0, 0, 0, 1, 1, 1, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 
1964, 31, 0, 0, 0, 0, 1, 1, 1, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 
1965, 32, 0, 0, 0, 1, 0, 0, 0, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 
1966, 33, 0, 0, 0, 1, 0, 0, 0, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
1967, 34, 0, 0, 0, 1, 0, 0, 0, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
1968, 35, 0, 0, 0, 1, 0, 0, 0, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 
1969, 36, 0, 0, 0, 1, 0, 0, 1, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
1970, 37, 0, 0, 0, 1, 0, 0, 1, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
1971, 38, 0, 0, 0, 1, 0, 0, 1, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
1972, 39, 0, 0, 0, 1, 0, 0, 1, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 
1973, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 
1974, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 
1975, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
1976, 3, 0, 0, 0, 0, 0, 0, 0, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
1977, 4, 0, 0, 0, 0, 0, 0, 1, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
1978, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 
1979, 3, 0, 0, 0, 0, 0, 0, 0, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
1980, 4, 0, 0, 0, 0, 0, 0, 1, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
1981, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
1982, 3, 0, 0, 0, 0, 0, 0, 0, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
1983, 4, 0, 0, 0, 0, 0, 0, 1, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
1984, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
1985, 3, 0, 0, 0, 0, 0, 0, 0, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
1986, 4, 0, 0, 0, 0, 0, 0, 1, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
1987, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 
1988, 3, 0, 0, 0, 0, 0, 0, 0, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
1989, 4, 0, 0, 0, 0, 0, 0, 1, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
1990, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
1991, 3, 0, 0, 0, 0, 0, 0, 0, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
1992, 4, 0, 0, 0, 0, 0, 0, 1, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
1993, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
1994, 3, 0, 0, 0, 0, 0, 0, 0, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
1995, 4, 0, 0, 0, 0, 0, 0, 1, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
1996, 5, 0, 0, 0, 0, 0, 0, 1, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
1997, 6, 0, 0, 0, 0, 0, 0, 1, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
1998, 7, 0, 0, 0, 0, 0, 0, 1, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
1999, 8, 0, 0, 0, 0, 0, 1, 0, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
2000, 10, 0, 0, 0, 0, 0, 1, 0, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
2001, 11, 0, 0, 0, 0, 0, 1, 0, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
2002, 12, 0, 0, 0, 0, 0, 1, 1, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
2003, 13, 0, 0, 0, 0, 0, 1, 1, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
2004, 11, 0, 0, 0, 0, 0, 1, 0, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
2005, 12, 0, 0, 0, 0, 0, 1, 1, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
2006, 13, 0, 0, 0, 0, 0, 1, 1, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
2007, 11, 0, 0, 0, 0, 0, 1, 0, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
2008, 12, 0, 0, 0, 0, 0, 1, 1, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
2009, 13, 0, 0, 0, 0, 0, 1, 1, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
2010, 11, 0, 0, 0, 0, 0, 1, 0, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
2011, 12, 0, 0, 0, 0, 0, 1, 1, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
2012, 13, 0, 0, 0, 0, 0, 1, 1, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
2013, 11, 0, 0, 0, 0, 0, 1, 0, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
2014, 12, 0, 0, 0, 0, 0, 1, 1, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
2015, 13, 0, 0, 0, 0, 0, 1, 1, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
2016, 11, 0, 0, 0, 0, 0, 1, 0, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
2017, 12, 0, 0, 0, 0, 0, 1, 1, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
2018, 13, 0, 0, 0, 0, 0, 1, 1, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
2019, 11, 0, 0, 0, 0, 0, 1, 0, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
2020, 12, 0, 0, 0, 0, 0, 1, 1, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
2021, 13, 0, 0, 0, 0, 0, 1, 1, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
2022, 11, 0, 0, 0, 0, 0, 1, 0, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
2023, 12, 0, 0, 0, 0, 0, 1, 1, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
2024, 13, 0, 0, 0, 0, 0, 1, 1, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
2025, 14, 0, 0, 0, 0, 0, 1, 1, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
2026, 16, 0, 0, 0, 0, 1, 0, 0, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
